,id,county,median_income,temp,total_population,elev_in_ft,employed_population_over16,18_24_college_grad_enroll,median_gross_rent_dollars,employed,unemployed,percent_insured,mean_hours_worked,median_age_workers_16_to_64,mean_travel_time_to_work_min,perc_pop_25plus_bach_or_higher,perc_k_12_enrollment,label
441,0500000US13165,"Jenkins County, Georgia",24604,75.2,8674,202.6214953,3319,201,548,3051,136,83.1,38.1,43.8,25.8,7.9,71.4,187
442,0500000US13167,"Johnson County, Georgia",34438,74.4,9189,300.8229167,3958,132,533,3577,402,86.1,41.5,41.5,28.5,9.1,75.2,21
443,0500000US13169,"Jones County, Georgia",51857,73.6,28347,503.8566775000001,12306,635,775,11329,604,90.1,39.9,41.2,27.3,19.6,74.1,113
444,0500000US13171,"Lamar County, Georgia",40344,72.5,18500,758.7692308,6932,1463,706,6282,528,87.4,38.3,39.6,26.5,15.8,55.8,54
445,0500000US13173,"Lanier County, Georgia",37605,75.8,9877,185.2021277,3574,230,712,3416,167,85.4,41.0,38.2,24.5,16.5,72.8,78
446,0500000US13175,"Laurens County, Georgia",32356,74.9,49570,253.3259386,17458,1002,615,16054,888,88.6,38.3,40.6,24.4,16.2,75.0,159
447,0500000US13177,"Lee County, Georgia",61537,76.0,33163,262.0282486,13314,741,881,12466,849,90.0,40.1,41.1,21.4,25.4,69.7,33
448,0500000US13179,"Liberty County, Georgia",42201,76.3,65256,43.60810811,22248,1451,1067,20818,2228,88.8,42.5,32.5,21.9,18.3,66.0,185
449,0500000US13181,"Lincoln County, Georgia",34243,73.6,7690,415.8,3289,138,708,2971,116,87.6,39.0,43.8,35.0,15.9,76.1,21
450,0500000US13183,"Long County, Georgia",48863,76.2,16168,61.88505747,6546,208,799,6150,807,84.6,42.8,36.2,31.6,17.4,75.1,49
451,0500000US13185,"Lowndes County, Georgia",36834,76.2,118251,183.1751527,47834,8969,802,44575,2835,85.1,37.8,34.3,19.7,25.3,57.4,78
452,0500000US13187,"Lumpkin County, Georgia",43804,67.4,33488,1804.566751,15740,3410,891,14336,589,88.4,37.1,36.6,28.4,26.4,48.4,115
453,0500000US13189,"McDuffie County, Georgia",36656,73.5,21632,441.8244275,8481,348,695,7863,641,87.9,39.7,39.8,25.9,14.0,81.4,149
454,0500000US13191,"McIntosh County, Georgia",42988,76.6,10975,11.06334842,6069,146,813,5278,313,85.1,39.6,45.5,27.4,17.6,80.8,185
455,0500000US13193,"Macon County, Georgia",28684,74.5,12082,362.7044335,4416,146,592,4079,449,81.3,39.3,43.0,26.3,8.8,68.1,3
456,0500000US13195,"Madison County, Georgia",41912,71.8,30120,718.0727763,12821,629,715,11779,902,84.9,38.8,41.8,25.3,18.5,74.9,192
457,0500000US13197,"Marion County, Georgia",36242,73.3,7498,572.7841727000001,3218,136,536,2974,219,89.3,41.0,43.7,36.4,13.4,79.1,149
458,0500000US13199,"Meriwether County, Georgia",35832,72.0,20613,832.8752642999998,8071,339,714,7430,465,86.2,40.0,40.8,35.9,10.4,78.9,147
459,0500000US13201,"Miller County, Georgia",33983,76.3,6000,162.3197279,2426,32,652,2165,158,84.8,39.4,41.9,24.4,14.0,81.7,148
460,0500000US13205,"Mitchell County, Georgia",31915,76.0,21755,237.7828054,8288,361,637,7519,1146,82.8,39.8,40.6,23.3,9.7,74.6,159
461,0500000US13207,"Monroe County, Georgia",48744,73.2,27957,572.2853026,11331,648,704,10474,641,88.0,38.6,42.1,28.0,26.8,71.0,193
462,0500000US13209,"Montgomery County, Georgia",34672,75.6,8610,234.3508772,3532,506,627,3202,240,85.4,39.3,39.8,25.2,16.0,64.2,21
463,0500000US13211,"Morgan County, Georgia",51820,72.4,20097,619.1226994,8432,346,832,7652,320,88.8,40.5,44.8,25.3,20.7,77.9,113
464,0500000US13213,"Murray County, Georgia",35539,69.8,39973,1021.295181,17531,660,688,16381,1103,85.4,39.4,40.6,26.9,10.1,79.6,72
465,0500000US13215,"Muscogee County, Georgia",42306,73.6,206922,359.7750411,77701,8252,906,72415,7003,88.5,39.3,36.9,20.6,25.8,61.9,171
466,0500000US13217,"Newton County, Georgia",49179,71.8,112483,724.3686441000001,48967,2871,1010,45167,2958,87.0,39.2,39.8,32.9,19.8,75.5,169
467,0500000US13219,"Oconee County, Georgia",72182,72.1,41799,699.334471,18706,1299,1001,16936,493,93.3,38.9,43.7,24.6,52.3,75.2,44
468,0500000US13221,"Oglethorpe County, Georgia",44226,73.0,14825,619.2923077,6518,279,725,6033,288,87.8,39.9,42.9,28.3,17.1,72.9,54
469,0500000US13223,"Paulding County, Georgia",60109,70.7,168661,1036.618182,78024,4346,1163,73993,2911,88.5,39.8,40.6,38.6,22.6,74.0,146
470,0500000US13225,"Peach County, Georgia",41588,74.4,27981,467.1454545,10625,2638,698,9819,1004,87.1,37.7,40.3,23.5,20.5,54.2,54
471,0500000US13227,"Pickens County, Georgia",54123,68.3,33216,1407.710714,14170,567,856,12651,659,89.4,39.8,42.7,32.8,23.1,78.9,47
472,0500000US13229,"Pierce County, Georgia",40247,76.2,19716,115.2328767,7535,348,669,6677,469,84.2,39.8,39.8,24.9,12.6,80.5,185
473,0500000US13231,"Pike County, Georgia",51338,72.3,18889,816.1966102000001,8032,487,828,7481,449,86.9,39.1,42.9,33.4,17.1,75.2,127
474,0500000US13233,"Polk County, Georgia",37853,70.4,42853,866.8623596000001,18213,854,718,17053,812,84.3,39.9,40.1,27.9,13.7,77.3,130
475,0500000US13235,"Pulaski County, Georgia",38750,75.2,9855,258.0680272,3692,248,722,3417,217,85.7,39.2,40.1,22.4,13.2,69.9,78
476,0500000US13237,"Putnam County, Georgia",44299,73.0,22047,496.7509158,9501,368,788,8345,357,86.0,39.9,41.6,26.4,23.4,71.7,54
477,0500000US13239,"Quitman County, Georgia",31487,74.4,2235,314.9692308,817,12,709,775,58,76.4,41.5,41.3,26.7,7.1,65.8,159
478,0500000US13241,"Rabun County, Georgia",35211,65.5,16883,2361.539773,6150,360,738,5477,256,82.6,37.9,43.8,25.4,24.2,73.3,84
479,0500000US13243,"Randolph County, Georgia",28377,74.7,6425,377.1076923,2397,152,583,2169,200,86.7,39.5,41.8,22.0,10.3,80.0,3
480,0500000US13245,"Richmond County, Georgia",37424,75.0,206607,254.5701299,82032,6552,888,75568,7443,87.0,39.3,36.1,21.3,21.4,65.7,78
481,0500000US13247,"Rockdale County, Georgia",50455,71.7,93570,802.3507246,40693,2918,1056,37904,2316,86.3,39.3,42.1,32.9,26.3,70.8,169
482,0500000US13249,"Schley County, Georgia",39375,73.9,4547,471.6024096,2245,195,626,2091,162,85.8,38.8,41.3,25.7,13.3,64.4,54
483,0500000US13251,"Screven County, Georgia",34466,75.2,14067,147.5377778,5473,390,663,5165,440,86.5,41.4,42.0,31.3,15.4,72.5,21
484,0500000US13253,"Seminole County, Georgia",34905,76.8,9147,127.65771809999998,2967,122,721,2735,159,84.0,39.7,42.9,26.7,16.2,79.5,148
485,0500000US13255,"Spalding County, Georgia",40246,72.2,67306,860.9563863,26767,903,872,24700,1189,85.5,39.0,39.7,29.2,17.8,78.0,56
486,0500000US13257,"Stephens County, Georgia",40315,70.5,26784,907.0622711,10507,1087,750,9486,745,86.5,38.6,40.7,22.3,21.0,68.9,103
487,0500000US13259,"Stewart County, Georgia",21118,73.8,5314,426.06382980000006,1485,25,529,1347,78,83.7,39.7,35.9,30.5,12.2,75.3,187
488,0500000US13261,"Sumter County, Georgia",32758,74.9,29616,381.627027,11813,2341,736,11027,921,88.1,39.1,37.7,19.4,18.3,58.5,21
489,0500000US13263,"Talbot County, Georgia",34078,72.7,5733,636.9795082,2590,109,652,2396,57,85.0,40.8,42.7,32.2,12.1,72.9,147
490,0500000US13265,"Taliaferro County, Georgia",26306,73.1,1559,532.5895522,598,31,547,521,43,88.9,39.1,40.1,32.2,8.1,72.3,3
491,0500000US13267,"Tattnall County, Georgia",33980,76.1,22842,156.974026,7974,376,543,7425,301,86.0,40.2,41.1,25.1,13.2,78.8,148
492,0500000US13269,"Taylor County, Georgia",28143,73.6,7816,508.26203210000006,3090,188,619,2905,312,82.5,39.3,45.1,29.9,12.6,73.5,3
493,0500000US13271,"Telfair County, Georgia",26449,75.5,12477,208.5691057,5055,196,599,4731,75,90.2,40.8,41.0,23.3,8.6,78.7,3
494,0500000US13273,"Terrell County, Georgia",28688,75.4,9185,338.6269841,3356,138,638,3101,269,83.3,38.3,41.9,25.9,11.2,70.9,3
495,0500000US13275,"Thomas County, Georgia",36641,76.1,45798,230.0582329,19498,956,861,17750,1376,85.1,40.0,41.2,19.6,24.7,72.5,78
496,0500000US13277,"Tift County, Georgia",37653,75.3,41344,326.8363636,18424,2358,689,17107,444,81.2,38.1,39.4,18.1,18.1,67.3,78
497,0500000US13279,"Toombs County, Georgia",33679,75.8,27030,200.5056604,10475,578,598,9633,922,81.7,40.3,39.4,22.0,16.2,75.5,148
498,0500000US13281,"Towns County, Georgia",37000,65.2,12493,2571.798058,4438,875,717,3813,153,88.1,35.9,37.6,20.4,30.1,46.5,84
499,0500000US13283,"Treutlen County, Georgia",38596,75.2,6406,248.3333333,2443,71,585,2167,197,79.8,39.2,39.1,24.4,12.4,79.0,78
500,0500000US13285,"Troup County, Georgia",41489,72.1,69426,731.0557229,29625,1858,823,27852,1716,88.2,40.0,39.4,24.6,19.0,71.8,54
501,0500000US13287,"Turner County, Georgia",31806,75.2,9006,368.7568807,3100,106,538,2796,204,87.1,40.1,40.6,22.7,11.7,79.6,159
502,0500000US13289,"Twiggs County, Georgia",30468,74.6,8022,415.10714289999993,2895,118,613,2764,147,90.4,40.2,41.0,32.4,11.8,82.8,159
503,0500000US13291,"Union County, Georgia",40799,65.5,24632,2410.019585,8606,277,780,7547,373,87.3,38.9,43.7,24.4,22.5,79.2,115
504,0500000US13293,"Upson County, Georgia",35774,72.9,27700,697.1039603999999,10270,508,639,9425,599,88.2,38.4,42.4,23.2,13.4,74.0,149
505,0500000US13295,"Walker County, Georgia",41632,69.9,67654,985.7078804,29880,1422,753,27229,1559,87.7,39.1,40.7,28.0,16.6,77.7,103
506,0500000US13297,"Walton County, Georgia",54453,71.5,96673,835.5544304,41903,2490,1000,38750,2093,88.3,39.2,41.5,33.3,21.7,73.8,0
507,0500000US13299,"Ware County, Georgia",34909,76.4,36251,134.1807466,13292,502,658,12333,719,83.7,40.1,41.3,20.8,15.2,79.7,148
508,0500000US13301,"Warren County, Georgia",29176,73.2,5215,508.040146,2115,110,631,1948,100,87.0,39.5,43.6,27.6,12.3,77.5,42
509,0500000US13303,"Washington County, Georgia",37932,73.8,19988,365.3092369,7341,634,646,6638,418,88.7,38.6,40.7,21.9,12.3,71.3,149
510,0500000US13305,"Wayne County, Georgia",38955,76.1,30144,79.97953216,10919,536,655,10174,690,84.9,37.8,40.7,26.0,13.0,78.5,185
511,0500000US13307,"Webster County, Georgia",37063,74.0,2348,451.42708330000005,1080,32,381,1012,40,91.8,41.1,45.3,29.8,14.7,75.7,149
512,0500000US13309,"Wheeler County, Georgia",27620,75.6,7471,198.9103448,2491,166,450,2322,376,78.5,39.7,43.1,30.9,13.6,77.8,3
513,0500000US13311,"White County, Georgia",40888,67.5,28003,1807.196078,12767,897,827,11391,334,88.9,39.0,42.5,28.7,22.7,73.5,8
514,0500000US13313,"Whitfield County, Georgia",40596,70.6,102864,811.684322,47674,3390,720,44036,2310,83.4,38.8,39.1,20.9,15.7,75.5,103
515,0500000US13315,"Wilcox County, Georgia",32043,75.2,8766,285.4339623,2624,131,513,2409,130,83.0,40.3,39.5,27.7,12.2,76.7,159
516,0500000US13317,"Wilkes County, Georgia",32727,73.5,9565,529.6321429,4092,143,762,3688,88,85.3,39.4,43.4,26.6,13.8,78.4,42
517,0500000US13319,"Wilkinson County, Georgia",38485,74.4,8877,337.7687296000001,3276,219,635,3088,239,90.2,39.9,43.6,26.8,10.9,72.8,78
518,0500000US13321,"Worth County, Georgia",37974,75.7,20784,332.2749392,8829,418,722,7984,591,81.6,39.3,40.7,25.7,11.0,73.8,78
519,0500000US16001,"Ada County, Idaho",56356,64.1,494967,2795.345389,229029,16412,995,211435,7759,91.7,38.3,39.2,20.7,38.5,68.5,17
520,0500000US16003,"Adams County, Idaho",39565,57.0,4379,4576.695082,1573,36,685,1356,132,88.0,39.2,46.5,24.8,21.2,80.9,145
521,0500000US16005,"Bannock County, Idaho",43779,59.8,87018,5208.551935,37593,4676,691,34541,1952,91.2,36.8,36.6,18.1,27.8,62.8,13
522,0500000US16007,"Bear Lake County, Idaho",48654,55.3,6372,6584.486081,2585,39,589,2289,65,94.3,38.4,39.7,25.5,18.9,84.4,111
523,0500000US16009,"Benewah County, Idaho",39863,57.4,9530,2837.655172,3482,58,644,3034,279,88.6,40.3,41.6,22.0,15.2,86.9,22
524,0500000US16011,"Bingham County, Idaho",50155,59.0,47992,5047.435018,19732,975,662,17989,838,89.5,38.9,39.8,23.3,21.2,79.2,30
525,0500000US16013,"Blaine County, Idaho",60088,56.8,24272,6158.297094,12325,237,933,10711,166,87.2,39.0,43.9,19.6,35.4,84.9,112
526,0500000US16015,"Boise County, Idaho",44238,57.3,7610,4803.333684,2947,144,754,2601,101,88.7,40.4,48.3,38.0,27.1,76.3,145
527,0500000US16017,"Bonner County, Idaho",42171,54.8,47110,2848.142029,18299,419,853,16114,552,89.7,36.7,42.8,25.8,23.8,80.9,22
528,0500000US16019,"Bonneville County, Idaho",50762,56.6,123964,5708.328877,51226,2190,819,46651,1375,91.7,37.7,37.8,19.3,31.3,76.8,30
529,0500000US16021,"Boundary County, Idaho",38961,52.8,12056,3851.407609,4670,87,613,4176,143,83.1,37.8,42.5,28.4,19.8,90.5,139
530,0500000US16023,"Butte County, Idaho",37891,56.4,2574,6059.586022,951,15,656,851,41,84.5,38.0,46.2,18.6,16.2,72.1,37
531,0500000US16025,"Camas County, Idaho",42614,56.3,1077,5931.566910000001,493,24,853,404,3,87.9,40.8,44.7,39.1,16.3,85.2,37
532,0500000US16027,"Canyon County, Idaho",42888,64.0,231105,2441.743633,96436,6146,896,88962,4545,86.4,38.7,38.2,24.6,18.7,77.0,156
533,0500000US16029,"Caribou County, Idaho",58021,56.6,7027,6268.766881000001,2983,110,570,2643,112,92.3,38.5,40.3,16.6,19.0,77.6,112
534,0500000US16031,"Cassia County, Idaho",45695,60.8,24655,5424.273655,10141,336,647,9083,240,86.5,40.8,38.8,16.6,18.6,83.3,13
535,0500000US16033,"Clark County, Idaho",33672,55.8,790,6583.748691,409,11,592,366,14,69.6,48.2,39.1,25.2,12.2,89.1,37
536,0500000US16035,"Clearwater County, Idaho",38837,55.8,8734,3415.8508850000007,2842,65,719,2531,181,88.3,39.9,45.8,29.5,17.9,80.0,22
537,0500000US16037,"Custer County, Idaho",39457,52.5,4275,7074.874105,1482,20,608,1273,56,90.8,40.0,42.3,18.3,24.4,93.8,111
538,0500000US16039,"Elmore County, Idaho",43848,61.2,28666,4757.608095000001,9539,472,833,8748,686,86.2,41.6,35.2,20.4,18.7,70.8,13
539,0500000US16041,"Franklin County, Idaho",48133,59.3,14194,5686.176471,5915,97,680,5066,43,89.1,37.3,39.0,27.1,17.7,87.9,30
540,0500000US16043,"Fremont County, Idaho",47988,54.8,13388,6085.640777000001,5356,239,798,4873,235,88.0,39.9,40.2,25.0,21.7,77.1,111
541,0500000US16045,"Gem County, Idaho",40828,62.3,19123,3375.420233,7233,265,745,6516,210,82.7,38.7,41.9,29.1,17.5,80.4,168
542,0500000US16047,"Gooding County, Idaho",39930,63.1,15598,3524.267647,6984,296,704,6039,316,83.9,42.3,41.8,22.2,17.2,81.3,168
543,0500000US16049,"Idaho County, Idaho",38191,54.8,16541,4436.806557,6214,91,682,5439,302,89.1,39.3,45.1,17.5,19.8,82.0,139
544,0500000US16051,"Jefferson County, Idaho",51171,58.8,30891,4856.392857,12917,955,796,11573,577,91.1,38.5,39.4,24.0,24.7,77.5,30
545,0500000US16053,"Jerome County, Idaho",41630,62.4,24237,3873.2843450000014,11055,391,772,10192,313,81.4,41.4,38.0,17.8,16.1,82.8,168
546,0500000US16055,"Kootenai County, Idaho",49403,57.4,171362,2661.577331,73191,3188,993,67021,2588,90.3,37.8,40.2,21.9,25.2,74.7,176
547,0500000US16057,"Latah County, Idaho",42439,58.9,39517,2839.246575,20190,7441,737,18572,624,93.5,35.4,30.3,19.0,45.4,34.7,176
548,0500000US16059,"Lemhi County, Idaho",34329,54.6,7974,6114.198027,3194,59,657,2704,145,88.3,41.9,44.2,15.7,22.9,80.3,37
549,0500000US16061,"Lewis County, Idaho",36505,58.6,3533,2996.727273,1454,29,593,1315,83,84.9,39.5,42.8,22.7,17.9,81.7,41
550,0500000US16063,"Lincoln County, Idaho",43273,60.2,5127,4344.433022,2559,89,639,2257,95,78.4,41.1,39.5,29.6,10.3,84.5,13
551,0500000US16065,"Madison County, Idaho",32233,57.9,52913,5458.366667,18393,8589,723,16855,1070,94.1,31.9,24.9,14.2,36.4,37.3,170
552,0500000US16067,"Minidoka County, Idaho",44853,60.3,21613,4308.5375,9547,382,701,8612,311,81.8,42.4,39.3,16.4,14.1,82.4,13
553,0500000US16069,"Nez Perce County, Idaho",48160,61.8,42090,1662.828479,19215,1416,727,17531,638,89.9,38.4,39.6,17.0,22.9,68.2,1
554,0500000US16071,"Oneida County, Idaho",41338,60.8,4564,5381.123377,1725,0,748,1511,20,92.3,37.7,42.2,22.7,17.1,87.1,13
555,0500000US16073,"Owyhee County, Idaho",33440,61.0,11913,4963.002538000002,5168,242,668,4563,158,78.4,41.8,41.1,26.0,12.0,80.6,170
556,0500000US16075,"Payette County, Idaho",44257,63.9,25386,2324.388489,9876,400,735,8870,426,87.5,41.1,42.1,20.0,15.7,81.1,156
557,0500000US16077,"Power County, Idaho",44779,59.8,7878,5023.3015380000015,3304,103,636,2931,196,85.7,42.9,41.0,18.8,15.1,81.7,13
558,0500000US16079,"Shoshone County, Idaho",37665,54.6,13169,3780.729669,5025,115,670,4439,413,85.1,38.9,42.2,20.0,11.5,77.9,139
559,0500000US16081,"Teton County, Idaho",53474,54.5,11630,6522.744856,5930,297,881,5590,315,93.2,40.2,41.3,29.3,41.0,68.0,77
560,0500000US16083,"Twin Falls County, Idaho",44048,61.4,90046,4851.123696,40237,2146,800,36698,1090,88.0,38.9,38.1,18.3,20.6,74.4,13
561,0500000US16085,"Valley County, Idaho",48384,52.7,11746,5810.974405,4714,85,773,4255,29,88.6,37.9,44.7,14.6,30.4,85.2,111
562,0500000US16087,"Washington County, Idaho",34775,61.4,10500,3437.920213000001,4104,63,683,3591,166,85.0,39.6,41.3,18.8,16.3,84.5,41
563,0500000US17001,"Adams County, Illinois",45965,70.4,65737,641.3325153,32677,1428,713,29187,1309,95.3,39.4,41.4,17.3,25.0,72.3,169
564,0500000US17003,"Alexander County, Illinois",27265,72.0,5240,362.91785710000005,2102,50,526,2004,161,92.3,39.3,44.9,30.3,12.9,79.8,42
565,0500000US17005,"Bond County, Illinois",47946,70.2,16725,549.5017301,7417,1183,609,6794,193,94.3,37.6,40.2,25.3,22.9,58.1,169
566,0500000US17007,"Boone County, Illinois",58248,66.8,53448,856.2112069,25777,1609,854,23461,1386,94.0,39.0,42.1,28.7,23.5,74.2,36
567,0500000US17009,"Brown County, Illinois",50739,69.6,6244,619.9767442000001,2423,96,615,2279,71,93.7,41.3,39.5,16.9,14.1,70.0,166
568,0500000US17011,"Bureau County, Illinois",50423,68.6,33244,680.6678201000002,15890,715,680,14253,663,95.4,38.9,42.8,20.5,20.6,74.8,166
569,0500000US17013,"Calhoun County, Illinois",53869,71.0,4437,490.1856287,1996,124,617,1771,59,98.6,36.6,42.9,40.5,14.2,79.4,0
570,0500000US17015,"Carroll County, Illinois",48631,67.2,15702,752.566343,6570,243,631,5850,336,93.9,39.6,43.3,24.7,19.5,75.2,166
571,0500000US17017,"Cass County, Illinois",47434,69.8,13042,520.5197568,5978,185,598,5425,370,94.5,38.2,41.5,20.4,15.1,75.9,39
572,0500000US17019,"Champaign County, Illinois",46495,69.5,205865,721.875166,103206,36350,882,95298,4773,96.0,35.6,33.7,17.7,45.0,35.5,184
573,0500000US17021,"Christian County, Illinois",45334,69.3,34032,625.1635945,14704,639,674,13445,423,95.7,39.1,41.7,24.4,17.1,73.5,39
574,0500000US17023,"Clark County, Illinois",50517,70.0,15455,587.9247058999998,7572,213,687,6844,307,95.3,38.8,41.7,23.4,19.9,77.1,0
575,0500000US17025,"Clay County, Illinois",44209,70.2,13288,485.3883162,6030,118,604,5660,287,93.6,40.1,40.9,22.0,15.0,80.8,192
576,0500000US17027,"Clinton County, Illinois",63236,70.8,36899,455.4273319,18656,767,808,17268,419,96.2,38.8,41.2,26.5,22.3,73.9,25
577,0500000US17029,"Coles County, Illinois",39588,69.8,46863,682.0182927,24994,6184,697,23131,1327,93.9,36.7,34.5,16.9,26.0,45.2,130
578,0500000US17031,"Cook County, Illinois",55251,68.8,5275541,627.2547276,2567330,198585,1123,2398624,174138,91.2,38.8,38.8,33.4,38.8,64.3,124
579,0500000US17033,"Crawford County, Illinois",47468,70.5,18679,501.6519337,7645,283,638,6912,334,93.9,38.8,40.4,15.9,17.1,75.0,169
580,0500000US17035,"Cumberland County, Illinois",46061,69.8,10450,602.3192307999999,5396,212,582,4807,133,94.7,38.5,41.9,22.8,15.4,77.3,39
581,0500000US17039,"De Witt County, Illinois",53959,69.8,15516,720.7525253,7926,252,629,7112,321,95.8,38.3,42.9,21.0,21.3,73.3,0
582,0500000US17041,"Douglas County, Illinois",51810,70.1,19740,655.253012,9522,409,724,8385,307,85.3,38.8,39.3,20.5,18.9,78.8,0
583,0500000US17045,"Edgar County, Illinois",45691,69.4,16866,667.5497512000002,8218,314,611,7281,352,95.1,38.9,41.6,20.0,17.2,76.5,39
584,0500000US17047,"Edwards County, Illinois",44497,71.0,6245,454.6435644,2929,114,495,2663,127,93.8,39.7,43.0,22.5,13.9,77.1,192
585,0500000US17049,"Effingham County, Illinois",52224,69.8,34668,582.7822581,17279,824,650,15700,415,95.3,38.7,40.3,17.7,22.7,75.4,0
586,0500000US17051,"Fayette County, Illinois",43944,69.7,21488,556.6601072999998,8760,526,612,7992,461,91.8,39.2,41.3,22.2,11.3,73.6,39
587,0500000US17053,"Ford County, Illinois",49947,69.0,13534,753.375,6306,291,676,5714,268,95.0,38.6,43.1,22.1,21.4,74.9,166
588,0500000US17055,"Franklin County, Illinois",39512,70.8,37804,440.5157116,15804,670,637,14546,1039,93.7,38.4,41.4,25.5,16.7,76.3,130
589,0500000US17057,"Fulton County, Illinois",46083,70.2,33609,609.0223267000001,15016,775,646,13722,883,93.8,38.4,41.9,24.7,17.6,71.9,39
590,0500000US17059,"Gallatin County, Illinois",39636,70.6,4946,401.545045,2124,115,439,1911,96,97.0,40.5,42.6,27.2,10.9,77.9,130
591,0500000US17061,"Greene County, Illinois",42565,70.4,11985,542.4611765,6153,225,638,5466,139,94.1,37.2,40.7,29.0,12.8,75.6,192
592,0500000US17063,"Grundy County, Illinois",65887,68.9,52533,559.1532033,25357,1299,999,23647,941,96.3,39.6,40.7,29.2,22.9,72.9,81
593,0500000US17065,"Hamilton County, Illinois",44159,70.6,7993,452.5579937,3559,221,609,3212,108,94.6,40.1,41.0,26.1,17.0,79.1,192
594,0500000US17067,"Hancock County, Illinois",47699,70.3,17620,628.7183098999999,8133,289,617,7259,387,97.0,40.5,43.2,25.0,21.0,75.5,169
595,0500000US17069,"Hardin County, Illinois",38838,70.4,3649,461.4532374,1310,73,401,1203,171,91.9,39.8,42.1,28.7,10.8,83.2,130
596,0500000US17071,"Henderson County, Illinois",47672,69.8,6387,608.1505017000002,3294,88,558,2873,189,94.2,38.9,44.9,26.6,18.3,78.5,39
597,0500000US17073,"Henry County, Illinois",53480,68.9,49284,726.0900322000001,22995,1146,679,21064,903,95.5,38.6,42.4,22.4,23.3,74.1,136
598,0500000US17075,"Iroquois County, Illinois",47834,68.8,27077,665.1029900000002,12897,484,686,11590,588,94.2,38.8,42.7,23.8,15.9,78.5,39
599,0500000US17077,"Jackson County, Illinois",33871,71.1,52974,453.8256881,24955,9344,691,23320,2137,93.6,34.3,33.5,20.3,34.1,34.1,147
600,0500000US17079,"Jasper County, Illinois",54209,70.0,9287,530.2619048,4392,176,578,3982,201,93.4,39.3,42.4,24.8,16.6,81.6,0
601,0500000US17081,"Jefferson County, Illinois",43247,70.5,37113,494.315331,16090,807,701,14655,1115,94.1,38.6,41.2,19.6,17.9,73.2,192
602,0500000US17083,"Jersey County, Illinois",53271,71.0,21512,575.9538905,10401,1177,645,9469,251,95.8,38.5,41.8,27.4,20.3,64.5,0
603,0500000US17085,"Jo Daviess County, Illinois",53221,66.4,22035,814.3188719999998,10689,321,669,9034,358,94.9,39.3,44.3,21.3,25.0,75.7,136
604,0500000US17087,"Johnson County, Illinois",42287,70.8,13308,512.8532609,3814,223,663,3449,132,96.0,38.9,43.5,25.5,16.0,74.6,192
605,0500000US17089,"Kane County, Illinois",70696,67.8,516522,767.9482902000002,268488,20151,1148,246321,11756,91.7,38.8,40.8,29.1,33.1,71.2,107
606,0500000US17091,"Kankakee County, Illinois",52110,68.8,107502,642.4202899000002,50949,5017,887,46946,2287,94.8,38.5,38.8,24.6,20.8,66.8,166
607,0500000US17093,"Kendall County, Illinois",84385,68.6,131869,651.2228916,65645,3717,1414,60725,2550,95.0,39.6,40.5,34.4,36.2,74.7,191
608,0500000US17095,"Knox County, Illinois",39976,69.0,49967,728.2304965,21091,2600,634,19262,1033,95.0,36.9,41.2,18.4,18.9,62.1,103
609,0500000US17097,"Lake County, Illinois",78026,67.5,714342,725.4556811000001,351926,26347,1197,318979,16759,93.2,39.2,41.7,30.4,45.3,70.5,31
610,0500000US17101,"Lawrence County, Illinois",40841,71.0,15280,460.0551948,6166,166,628,5446,358,92.4,40.6,42.6,21.2,14.9,77.9,192
611,0500000US17103,"Lee County, Illinois",52379,68.4,34145,788.2397407999998,15438,730,694,14076,498,96.4,39.2,42.0,21.8,18.2,70.9,166
612,0500000US17105,"Livingston County, Illinois",54254,69.2,35815,671.4161074,15981,511,715,14214,737,95.4,38.9,41.7,21.5,14.8,81.5,136
613,0500000US17107,"Logan County, Illinois",50539,70.0,27987,604.6666667000002,12426,1259,689,11319,604,95.5,38.3,39.9,21.9,19.9,66.4,0
614,0500000US17109,"McDonough County, Illinois",40314,69.7,27238,671.4126456,13558,5708,662,12195,1036,95.7,34.6,32.0,17.6,32.2,36.1,103
615,0500000US17111,"McHenry County, Illinois",77222,66.8,310229,854.9916865,164564,10169,1197,151266,5974,94.8,39.2,42.9,33.2,34.4,71.9,107
616,0500000US17113,"McLean County, Illinois",62211,69.5,170954,782.1154856,88705,21739,845,82247,2572,96.0,36.4,36.5,17.9,44.8,47.8,129
617,0500000US17115,"Macon County, Illinois",47176,69.8,103998,665.8387097,46487,2923,684,42371,3427,95.5,38.3,40.5,17.9,22.1,71.3,169
618,0500000US17117,"Macoupin County, Illinois",51206,70.2,44967,626.9172142000001,20551,1462,701,18930,1159,95.5,38.1,42.4,28.0,18.4,72.4,0
619,0500000US17119,"Madison County, Illinois",53431,71.8,265859,511.5618346,127273,11307,824,117669,7233,95.0,38.1,40.3,25.2,26.8,63.5,71
620,0500000US17121,"Marion County, Illinois",42238,70.0,37729,527.5483303999998,16244,546,646,14740,1578,93.5,39.1,40.5,19.8,15.2,75.9,192
621,0500000US17123,"Marshall County, Illinois",53423,69.5,11742,617.3254902000001,5338,167,623,4765,281,96.4,38.4,42.6,27.6,18.9,79.5,0
622,0500000US17125,"Mason County, Illinois",41567,70.2,13086,497.8432836,6339,250,664,5902,380,95.8,39.4,43.0,26.3,16.0,77.6,192
